name;ConnectId;playerId;groupId;exchange;inequality;base;income_inequality;attention_check;government_opinion;feelings;winner_training_round_1;power_player_round_1_training;power_robot_round_1_training;average_difference_round_1;winner_training_round_2;power_player_round_2_training;power_robot_round_2_training;average_difference_round_2;winner_training_round_3;power_player_round_3_training;power_robot_round_3_training;average_difference_round_3;average_difference_training;training_winner;waiting_delay;winner_game_round_1;power_player_round_1_game;average_difference_round_1;winner_game_round_2;power_player_round_2_game;average_difference_round_2;winner_game_round_3;power_player_round_3_game;average_difference_round_3;winner_game_round_4;power_player_round_4_game;average_difference_round_4;winner_game_round_5;power_player_round_5_game;average_difference_round_5;average_difference_game;game_winner;bot_opponent;most_first;fair_unfair_bar_value;most_important;least_important;distribution_loser_amount;distribution_winner_amount;ug_first;ultimatum_game_receiver_1.0_0.0;ultimatum_game_receiver_0.9_0.1;ultimatum_game_receiver_0.8_0.2;ultimatum_game_receiver_0.7_0.3;ultimatum_game_receiver_0.6_0.4;ultimatum_game_receiver_0.5_0.5;ultimatum_game_receiver_0.4_0.6;ultimatum_game_receiver_0.3_0.7;ultimatum_game_receiver_0.2_0.8;ultimatum_game_receiver_0.1_0.9;ultimatum_game_receiver_0.0_1.0;min_payment_UG;max_payment_UG;consistency;ultimatum_game_proposer_proposer;ultimatum_game_proposer_receiver;final_payment_UG;age;political_ideology;zip_code;education;gender;race;religion;political_party;income;ga_ii_or_go;get_ahead_1;get_ahead_2;get_ahead_3;get_ahead_4;dictator_game_proposer;dictator_game_receiver;average_delay;standard_deviation_delay;span_minutes;date
unknown;11CF3DF08BAC4BD18536F66287502227;1;1;RA;5.0;2.5;;;;;True;52;52;0.0;True;48;42;0.0;True;57;61;0.0;0.0;True;81.21751070022583;True;56;0.125;;;;;;;;;;;;;0.125;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;34.60204580624898;74.16790136327778;; 2024-03-20  13:32:44.812098
unknown;995090B9653A4204B2FE0E4B804BDDA5;2;2;RA;5.0;2.5;strongly_agree;5;strongly_agree;indifferent;True;52;52;2.2857142857142856;True;48;42;0.42857142857142855;False;54;64;0.875;1.1818181818181819;True;80.81355714797974;False;42;0.14285714285714285;False;43;2.0;False;45;0.14285714285714285;True;50;0.14285714285714285;False;37;0.5;0.5882352941176471;False;False;True;2;luck;rules;1000;1500;True;no;no;no;no;yes;yes;yes;yes;yes;no;no;0.2;0.6;True;;;50;31;9;01970; College  Degree ;Female;latino-hispanic;other;strong_democrat;$40,000-$54,999;incomeInequality-governmentOpinion-getAhead;4;4;4;4;;;3.8161014992257822;1.5279581012981385;16.53; 2024-03-20  13:32:52.484025
unknown;02BE2F12675C4AB7B9C8B7BB8052B5BE;2;222782046932845960;RA;5.0;5.0;;;;;True;52;52;2.25;False;36;54;4.428571428571429;True;57;61;0.2857142857142857;2.3181818181818183;True;192.11081314086914;True;56;0.0;False;44;0.0;False;44;1.0;;;;;;;0.75;;True;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-getAhead-governmentOpinion;;;;;;;10.169586999075753;5.511602558057257;; 2024-03-20  13:33:30.763993
unknown;2A4F79A57FDD4234A83C3F1D927F7F51;1;1;RA;5.0;5.0;agree;5;neither;indifferent;True;52;52;0.2857142857142857;False;42;48;6.0;False;50;68;0.0;2.1739130434782608;False;5.895811080932617;False;35;0.125;True;39;2.888888888888889;True;57;0.0;True;61;0.0;False;35;5.571428571428571;1.736842105263158;True;False;True;6;talent;luck;1250;2500;True;;;;;;;;;;;;;;;60;40;60;40;7;74055; College  Degree ;Male;black;protestant_lutheran;not_very_strong_democrat;$70,000-$84,999;getAhead-incomeInequality-governmentOpinion;2;4;4;4;60;40;3.833636832237244;1.4818650952323749;14.47; 2024-03-20  13:33:32.047284
unknown;71B0E83D84E9405FB0668CA8C74256D8;2;1;RA;5.0;5.0;strongly_agree;5;strongly_agree;happy;True;52;52;3.125;False;40;50;0.0;True;53;65;0.0;1.0416666666666667;True;105.8835859298706;True;42;1.375;False;44;0.0;False;44;1.8333333333333333;False;43;0.0;True;49;0.0;0.6285714285714286;False;False;True;5;luck;talent;1250;2500;False;no;no;no;yes;yes;yes;yes;yes;no;no;no;0.3;0.7;True;;;40;21;9;76179; Some  College ;Male;white;none;strong_democrat;$25,000-$39,999;incomeInequality-governmentOpinion-getAhead;3;4;5;5;;;4.005906460133005;1.0836519467947638;15.67; 2024-03-20  13:33:41.302696
unknown;8DC49A973AE047058652D061B8AC3606;2;302344519824292352;RA;5.0;5.0;agree;5;disagree;indifferent;True;52;52;4.125;True;43;47;0.14285714285714285;False;51;67;0.0;1.4782608695652173;True;185.97943663597107;False;48;0.0;False;47;0.8461538461538461;False;62;1.4666666666666666;False;42;1.8461538461538463;False;46;0.0;1.78125;False;True;True;3;rules;luck;575;3175;True;yes;yes;yes;no;no;no;no;no;no;no;no;0.8;1.0;True;;;;49;5;06708; College  Degree ;Female;white;catholic;not_very_strong_republican;$25,000-$39,999;governmentOpinion-getAhead-incomeInequality;3;4;4;4;;;6.927910978143865;4.672887950107703;23.19; 2024-03-20  13:33:43.020710
unknown;BE6A4B4F69B84371897C11865196DDB6;1;3;RA;5.0;2.5;strongly_agree;5;strongly_agree;indifferent;False;52;52;4.1;False;36;54;1.0;False;50;68;2.375;2.68;False;6.20062255859375;True;61;4.5;False;67;3.1;False;53;3.111111111111111;False;47;1.5555555555555556;False;42;1.875;2.8181818181818183;False;False;False;3;rules;luck;1000;1500;True;no;no;no;no;yes;yes;yes;no;no;no;no;0.4;0.6;True;;;40;68;9;21742; Some  College ;Male;white;other;strong_democrat;$40,000-$54,999;incomeInequality-governmentOpinion-getAhead;4;4;3;3;;;6.2445351140839715;3.349287105157911;24.03; 2024-03-20  13:34:17.375509
unknown;FFA297E6B08D49D78AE5AE33D120F0B6;1;2;RA;5.0;2.5;neither;5;neither;happy;True;52;52;3.875;True;47;43;0.0;True;56;62;0.0;1.3478260869565217;True;6.079203844070435;True;60;0.0;True;47;0.0;True;49;0.0;False;38;1.4285714285714286;True;41;0.0;0.2631578947368421;True;False;True;4;luck;talent;850;1650;True;;;;;;;;;;;;;;;50;50;50;23;6;00000; High  School ;Male;white;none;independent_close_democrat;$55,000-$69,999;incomeInequality-governmentOpinion-getAhead;5;5;3;4;50;50;3.7789410066604616;1.3633886259364731;16.38; 2024-03-20  13:34:29.785727
unknown;BE2AD98FF0B947DCB6B0839FFBC3F04D;2;3;RA;5.0;5.0;agree;5;disagree;indifferent;False;52;52;3.5;False;34;56;0.0;False;33;43;0.0;1.4583333333333333;False;78.08285999298096;False;50;3.6666666666666665;False;44;0.0;False;53;0.06666666666666667;False;45;0.0;False;50;0.15384615384615385;0.972972972972973;False;True;False;3;rules;luck;1550;2200;False;no;no;no;no;no;yes;no;no;no;no;no;0.5;0.5;True;;;;36;1;60626; College  Degree ;Male;white;protestant_lutheran;strong_republican;$100,000-$114,999;governmentOpinion-incomeInequality-getAhead;4;5;5;5;;;7.360869879905994;9.837838513598607;32.94; 2024-03-20  13:34:45.206646
unknown;2CF1611F97FB4EDB92812FC173C05D5E;1;4;RA;5.0;2.5;strongly_agree;5;agree;sad;False;52;52;4.1;False;36;54;0.14285714285714285;False;48;70;2.142857142857143;2.375;False;170.8431966304779;False;39;1.7777777777777777;True;55;1.8;False;33;0.5;False;34;0.125;True;59;2.75;1.4186046511627908;False;False;False;5;luck;rules;1050;1450;True;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;0.4;1.0;True;;;100;43;9;33460; College  Degree ;Female;white;none;strong_democrat;$130,000-$144,999;getAhead-incomeInequality-governmentOpinion;3;2;5;4;;;4.971943374113603;2.6524863609826834;22.63; 2024-03-20  13:34:54.799868
